CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalSpend,Contract,SupportCalls,Churn
C0904,65,Male,47,2478.07,116469.29,Quarterly,6,No
C0905,33,Male,22,1361.63,29955.86,Yearly,4,No
C0906,25,Male,16,511.83,8189.28,Monthly,9,No
C0907,27,Male,32,751.77,24056.64,Quarterly,8,No
C0908,34,Male,11,1996.77,21964.47,Quarterly,5,No
C0909,34,Female,68,2862.86,194674.48,Quarterly,8,No
C0910,38,Male,65,2212.92,143839.8,Yearly,2,No
C0911,53,Female,66,2182.47,144043.02,Quarterly,6,No
C0912,23,Male,1,629.48,629.48,Quarterly,9,No
C0913,56,Female,57,1039.99,59279.43,Quarterly,10,No
C0914,58,Female,13,876.16,11390.08,Monthly,3,No
C0915,69,Male,3,620.96,1862.88,Quarterly,0,No
C0916,29,Male,47,1475.38,69342.86,Yearly,0,No
C0917,34,Female,67,1602.75,107384.25,Monthly,3,No
C0918,49,Female,68,1337.76,90967.68,Yearly,2,Yes
C0919,60,Female,35,330.83,11579.05,Monthly,9,No
C0920,50,Male,14,2576.85,36075.9,Quarterly,6,No
C0921,21,Male,59,1652.94,97523.46,Quarterly,5,Yes
C0922,50,Female,49,1759.98,86239.02,Yearly,4,No
C0923,18,Male,69,2239.83,154548.27,Yearly,5,No
C0924,57,Female,13,2896.09,37649.17,Quarterly,2,Yes
C0925,36,Female,43,2636.3,113360.9,Yearly,3,No
C0926,48,Female,68,1987.58,135155.44,Yearly,1,No
C0927,39,Male,57,2451.04,139709.28,Yearly,6,Yes
C0928,31,Female,56,2825.3,158216.8,Monthly,1,Yes
C0929,33,Male,51,332.82,16973.82,Monthly,7,No
C0930,50,Male,12,1076.61,12919.32,Quarterly,10,No
C0931,22,Female,27,1411.47,38109.69,Quarterly,5,No
C0932,50,Male,5,2278.29,11391.45,Yearly,4,No
C0933,50,Male,62,526.58,32647.96,Yearly,8,No
C0934,36,Female,69,494.7,34134.3,Quarterly,6,No
C0935,21,Female,33,2032.68,67078.44,Monthly,5,No
C0936,24,Female,14,2408.69,33721.66,Yearly,5,No
C0937,46,Male,20,1050.2,21004.0,Monthly,1,Yes
C0938,27,Male,57,331.0,18867.0,Monthly,9,No
C0939,34,Male,66,2920.83,192774.78,Yearly,4,No
C0940,45,Female,62,1799.84,111590.08,Monthly,1,No
C0941,43,Female,41,851.99,34931.59,Yearly,0,Yes
C0942,29,Female,71,1013.55,71962.05,Monthly,9,Yes
C0943,51,Male,35,1025.04,35876.4,Yearly,7,Yes
C0944,27,Male,38,2915.05,110771.9,Quarterly,10,No
C0945,56,Male,29,2798.91,81168.39,Quarterly,3,No
C0946,44,Female,41,548.58,22491.78,Yearly,2,Yes
C0947,37,Female,66,1021.99,67451.34,Monthly,1,Yes
C0948,39,Female,67,1307.8,87622.6,Quarterly,10,Yes
C0949,27,Male,48,1875.6,90028.8,Monthly,10,Yes
C0950,53,Female,59,1913.7,112908.3,Yearly,3,No
C0951,18,Male,26,1512.53,39325.78,Monthly,4,Yes
C0952,32,Male,59,2288.65,135030.35,Yearly,4,No
C0953,39,Female,30,2136.3,64089.0,Quarterly,0,No
C0954,66,Female,45,1873.9,84325.5,Monthly,0,Yes
C0955,26,Male,36,2837.06,102134.16,Monthly,9,No
C0956,53,Male,46,809.06,37216.76,Yearly,5,Yes
C0957,65,Female,38,575.11,21854.18,Quarterly,1,No
C0958,44,Male,54,1183.02,63883.08,Quarterly,3,Yes
C0959,38,Male,25,1471.86,36796.5,Yearly,3,No
C0960,46,Female,27,324.45,8760.15,Quarterly,7,No
C0961,45,Male,17,1776.57,30201.69,Yearly,8,No
C0962,59,Female,50,2227.94,111397.0,Quarterly,7,No
C0963,56,Female,23,435.05,10006.15,Monthly,3,Yes
C0964,64,Female,63,1261.12,79450.56,Yearly,4,No
C0965,60,Female,48,2760.15,132487.2,Monthly,10,No
C0966,67,Female,67,881.43,59055.81,Monthly,0,Yes
C0967,28,Male,16,519.1,8305.6,Monthly,6,Yes
C0968,27,Female,38,1334.87,50725.06,Monthly,3,No
C0969,30,Male,46,1373.11,63163.06,Yearly,5,No
C0970,18,Female,8,484.84,3878.72,Monthly,9,Yes
C0971,34,Female,6,2459.24,14755.44,Quarterly,6,Yes
C0972,66,Female,60,1294.81,77688.6,Monthly,5,Yes
C0973,54,Female,9,394.52,3550.68,Yearly,10,Yes
C0974,38,Female,2,2001.67,4003.34,Monthly,10,Yes
C0975,55,Female,40,1494.87,59794.8,Monthly,10,Yes
C0976,54,Female,18,2526.81,45482.58,Monthly,5,No
C0977,28,Female,58,359.17,20831.86,Monthly,3,Yes
C0978,39,Male,7,451.68,3161.76,Quarterly,5,Yes
C0979,41,Female,68,867.08,58961.44,Yearly,0,Yes
C0980,20,Female,38,2068.97,78620.86,Quarterly,0,No
C0981,55,Male,38,602.08,22879.04,Monthly,4,No
C0982,66,Male,21,2316.3,48642.3,Yearly,2,No
C0983,62,Female,47,2149.86,101043.42,Yearly,2,No
C0984,21,Female,69,321.5,22183.5,Yearly,10,Yes
C0985,59,Male,23,988.18,22728.14,Yearly,9,Yes
C0986,69,Male,25,2535.92,63398.0,Quarterly,6,Yes
C0987,49,Female,5,1182.2,5911.0,Yearly,9,No
C0988,66,Female,58,2841.03,164779.74,Monthly,0,No
C0989,66,Female,61,1360.37,82982.57,Yearly,2,No
C0990,62,Female,35,1242.0,43470.0,Monthly,8,Yes
C0991,22,Male,42,2687.82,112888.44,Monthly,6,No
C0992,33,Male,67,1419.19,95085.73,Quarterly,5,Yes
C0993,26,Female,29,1539.81,44654.49,Monthly,6,Yes
C0994,30,Male,32,2173.66,69557.12,Quarterly,6,Yes
C0995,62,Male,17,2299.69,39094.73,Monthly,4,No
C0996,19,Male,6,2431.47,14588.82,Yearly,5,Yes
C0997,50,Male,30,351.65,10549.5,Quarterly,10,Yes
C0998,49,Male,42,2680.49,112580.58,Monthly,9,Yes
C0999,27,Male,36,619.72,22309.92,Monthly,9,Yes
C1000,45,Female,11,962.45,10586.95,Quarterly,6,Yes
